0.0,4.0,5.0
0.1,3.909081537011367,4.8888774341298165
0.2,3.6243182641015332,4.540833804480676
0.30000000000000004,3.1001378050329134,3.9004693457995754
0.4,2.2220055854203173,2.85381382537239
0.5,1.0229441054044448,1.5994104627087977
0.6000000000000001,0.09699971088959422,0.6311965502815547
0.7000000000000001,-0.4113241009011538,-0.13319440501325366
0.8,-0.8484486321946135,-0.8790463804888696
0.9,-1.4129620849466165,-1.681924679681084
1.0,-2.098776649885983,-2.5445219183766232
1.1,-2.8605307040260164,-3.4533611088297906
1.2000000000000002,-3.66803307130916,-4.39587621484034
1.3,-4.505049762738651,-5.362948681664054
1.4000000000000001,-5.3624825195837715,-6.3482745210067275
1.5,-6.234798668582645,-7.347477344467307
1.6,-7.118388154838789,-8.35745902949707
1.7000000000000002,-8.010765326525819,-9.375975571479595
1.8,-8.910147727308553,-10.40136508060823
1.9000000000000001,-9.815216331481853,-11.432371502135892
2.0,-10.724970284353578,-12.46802807842422
2.1,-11.638634395183514,-13.507578575082226
2.2,-12.555597817915888,-14.550422856742328
2.3000000000000003,-13.47537205815785,-15.59607850661462
2.4000000000000004,-14.397561427674736,-16.64415324500243
2.5,-15.321841777344654,-17.694324764519706
2.6,-16.24794488669581,-18.74632575523067
2.7,-17.175646808859803,-19.79993262453235
2.8000000000000003,-18.10475903731653,-20.854956889197666
2.9000000000000004,-19.035121721366533,-21.91123852819381
3.0,-19.966598392395504,-22.96864079352556
